local_date_,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin
9/19/22,Central-East,14:27:00,335.9,335.9,85,85,39.7,D,Afternoon,1,20-40
9/21/22,South-East,14:13:00,350.3,341.75,94,87.5,50,D,Afternoon,2,40-60
9/22/22,North-Central,12:00:00,331.5,328,86,84,29.8,D,Afternoon,3,20-40
9/24/22,North-Central,11:48:00,329,328.55,81,81,20.8,D,Morning,2,20-40
9/26/22,Central-East,11:36:00,384.7,352.74,100,95.6,163.3,D,Morning,5,160-180
9/26/22,North-Central,14:32:00,331.4,331.4,83,83,18.5,D,Afternoon,1,0-20
9/27/22,Central-Central,12:19:00,403.1,368.15,100,96.8,1022,D,Afternoon,10,1020-1040
9/27/22,Central-East,12:19:00,353.6,339.425,97,87.75,370,D,Afternoon,4,360-380
9/27/22,North-Central,12:18:00,330.7,330.7,84,84,46.2,D,Afternoon,1,40-60
9/28/22,Central-East,14:18:00,354.4,354.4,97,97,62.9,D,Afternoon,1,60-80
9/28/22,North-Central,14:19:00,352.1,340.84285714285716,96,89.28571428571429,55.9,D,Afternoon,7,40-60
9/29/22,North-Central,12:06:00,330,328.65,85,83.5,31.7,D,Afternoon,2,20-40
9/30/22,Central-East,22:15:00,310.7,310.7,81,81,40.1,N,Night,1,40-60
9/30/22,North-Central,14:06:00,329.4,329.4,81,81,22.2,D,Afternoon,1,20-40
9/30/22,South-East,11:13:00,355.4,355.4,97,97,59.8,D,Morning,1,40-60
10/1/22,North-Central,11:54:00,331.1,329.65,83,82,21.3,D,Morning,2,20-40
10/3/22,North-Central,11:41:00,342.9,334.06,92,85.6,41.9,D,Morning,5,40-60
10/5/22,Central-Central,3:19:00,318.7,318.7,97,97,19.1,N,Early Morning,1,0-20
10/5/22,North-Central,11:29:00,332.4,331.75,84,82.5,38.9,D,Morning,2,20-40
10/5/22,North-East,14:23:00,376.4,347.93333333333334,100,88.66666666666667,160.4,D,Afternoon,3,160-180
10/5/22,North-West,14:24:00,333.1,333.1,86,86,29.7,D,Afternoon,1,20-40
10/6/22,North-Central,12:11:00,344.3,335.8,92,86.66666666666667,98.7,D,Afternoon,3,80-100
10/7/22,North-Central,14:10:00,332.9,332.9,83,83,21.9,D,Afternoon,1,20-40
10/9/22,North-Central,13:58:00,333.9,333.9,85,85,45.6,D,Afternoon,1,40-60
10/10/22,North-Central,14:40:00,341.9,335.93333333333334,90,86,52.5,D,Afternoon,3,40-60
10/12/22,South-Central,14:26:00,374,364.9666666666667,100,97.33333333333333,132.3,D,Afternoon,3,120-140
10/13/22,Central-Central,15:09:00,332.6,332.6,85,85,203.6,D,Afternoon,1,200-220
10/14/22,North-Central,14:14:00,342.7,336.8666666666667,91,87,39.6,D,Afternoon,3,20-40
10/16/22,Central-Central,2:58:00,349.8,345.45000000000005,100,100,74,N,Early Morning,2,60-80
10/16/22,South-East,14:00:00,392.3,392.3,87,87,235.6,D,Afternoon,1,220-240
10/19/22,Central-Central,14:30:00,399,367.175,100,96.125,265,D,Afternoon,8,260-280
10/19/22,North-Central,14:31:00,340.9,340.9,90,90,38.1,D,Afternoon,1,20-40
10/19/22,North-West,14:31:00,333.1,333.1,86,86,28.7,D,Afternoon,1,20-40
10/20/22,Central-Central,13:35:00,403.5,363.6333333333334,100,94.33333333333333,2371.8,D,Afternoon,6,2360-2380
10/21/22,Central-East,14:18:00,363.2,363.2,100,100,94.9,D,Afternoon,1,80-100
10/21/22,North-Central,14:18:00,341.9,336.94,92,88.4,41.2,D,Afternoon,5,40-60
10/23/22,Central-East,14:05:00,418.2,357.525,100,91.25,391.8,D,Afternoon,4,380-400
10/24/22,Central-Central,11:45:00,383.9,361.025,100,96,363.8,D,Afternoon,4,360-380
10/24/22,North-Central,11:44:00,372.4,343.54285714285714,100,91.85714285714286,242.8,D,Afternoon,7,240-260
10/25/22,North-Central,12:25:00,330.8,325.98,87,83.8,93.1,D,Afternoon,5,80-100
10/26/22,Central-Central,11:29:00,343.4,339.26666666666665,93,90.66666666666667,64.2,D,Morning,3,60-80
10/26/22,North-Central,11:29:00,388.7,351.4,100,93,224.3,D,Afternoon,4,220-240
10/27/22,North-Central,12:09:00,356,334.4625,98,88.125,135.4,D,Afternoon,8,120-140
10/28/22,North-Central,14:22:00,399.4,344.9,100,90.625,246.1,D,Afternoon,8,240-260
10/28/22,North-West,14:22:00,372.9,343,100,93,134.5,D,Afternoon,2,120-140
10/29/22,Central-Central,11:54:00,328,328,84,84,26.6,D,Morning,1,20-40
10/29/22,North-Central,11:54:00,339.1,332.25,91,87.5,40.9,D,Morning,2,40-60
10/29/22,North-West,4:00:00,329.4,321.9,100,98.25,107.7,N,Early Morning,4,100-120
10/30/22,North-Central,14:09:00,329.1,326.9,86,84.5,29,D,Afternoon,2,20-40
10/31/22,North-Central,11:38:00,358.3,334.8,99,88,96.3,D,Morning,4,80-100
10/31/22,South-East,14:50:00,335.9,335.75,87,87,235.1,D,Afternoon,2,220-240
11/1/22,North-Central,13:56:00,333.5,333.5,85,85,93.5,D,Afternoon,1,80-100
11/1/22,South-East,13:54:00,370.7,360.76666666666665,100,98,148.3,D,Afternoon,3,140-160
11/2/22,North-Central,11:22:00,339.6,338.25,92,91,84.5,D,Morning,2,80-100
11/3/22,North-Central,12:03:00,339.4,330.76666666666665,91,86.66666666666667,54.7,D,Afternoon,3,40-60
11/4/22,Central-East,14:25:00,337.8,337.8,91,91,53.7,D,Afternoon,1,40-60
11/4/22,North-Central,14:26:00,330.6,330.6,87,87,29.6,D,Afternoon,1,20-40
11/6/22,North-Central,13:13:00,335,333.1,89,88,41.3,D,Afternoon,2,40-60
11/15/22,North-Central,11:07:00,328.5,328.5,86,86,43.7,D,Morning,1,40-60
11/15/22,South-East,13:02:00,382.5,353.8,87,84.33333333333333,194.9,D,Afternoon,3,180-200
11/16/22,North-Central,13:46:00,344.7,334.6333333333333,94,89,99.1,D,Afternoon,3,80-100
11/16/22,North-West,13:46:00,324.3,324.3,83,83,34,D,Afternoon,1,20-40
11/17/22,Central-East,12:49:00,356.6,356.6,86,86,80.8,D,Afternoon,1,80-100
11/17/22,North-Central,12:50:00,323.3,323.3,82,82,65.5,D,Afternoon,1,60-80
11/19/22,North-Central,10:35:00,326.8,326.8,85,85,41.9,D,Morning,1,40-60
11/19/22,South-East,1:34:00,330.5,330.5,100,100,36.1,N,Early Morning,1,20-40
11/23/22,North-Central,13:49:00,326,326,84,84,51,D,Afternoon,1,40-60
11/25/22,North-Central,13:36:00,330.2,326.2,87,84,32.4,D,Afternoon,2,20-40
11/27/22,North-Central,13:23:00,337.1,337.1,90,90,38.4,D,Afternoon,1,20-40
11/29/22,North-Central,10:54:00,386.8,345,100,90.54545454545455,222.6,D,Afternoon,11,220-240
11/29/22,North-West,10:54:00,393.2,347.94,100,91.6,220.5,D,Morning,5,220-240
11/30/22,North-Central,13:53:00,327.3,327.3,84,84,78.5,D,Afternoon,1,60-80
12/6/22,North-Central,13:14:00,341.8,341.8,87,87,56.5,D,Afternoon,1,40-60
12/6/22,North-West,21:52:00,312.5,312.5,85,85,17.5,N,Night,1,0-20
12/9/22,South-East,13:42:00,324.9,324.9,82,82,98.5,D,Afternoon,1,80-100
12/13/22,North-West,13:18:00,330.9,320.23333333333335,87,83.66666666666667,40,N,Night,3,40-60
12/15/22,South-East,2:02:00,328.4,322.56666666666666,90,86.33333333333333,31,D,Early Morning,3,20-40
12/18/22,North-West,21:55:00,311.2,311.2,82,82,15.8,N,Night,1,0-20
12/19/22,South-East,12:36:00,323.1,323.1,81,81,45.7,D,Afternoon,1,40-60
12/20/22,South-East,10:37:00,335.7,330.7,90,86.5,90.3,D,Morning,2,80-100
12/22/22,South-East,10:21:00,348.4,333.5,95,87.4,61.5,D,Morning,5,60-80
12/26/22,South-East,12:39:00,343.6,333.3666666666667,93,86.66666666666667,96.2,D,Afternoon,3,80-100
1/2/23,South-East,12:43:00,333.4,330.25,88,86.5,49.6,D,Afternoon,2,40-60
1/3/23,South-East,13:25:00,333,333,88,88,73,D,Afternoon,1,60-80
1/5/23,South-East,13:12:00,349.9,349.9,96,96,71.2,D,Afternoon,1,60-80
1/12/23,South-East,10:02:00,335.4,335.4,89,89,40.1,D,Morning,1,40-60
1/17/23,North-Central,13:34:00,332.1,332.1,88,88,39.5,D,Afternoon,1,20-40
1/23/23,Central-East,12:52:00,364.9,364.9,87,87,104.6,D,Afternoon,1,100-120
1/25/23,North-Central,10:44:00,322.4,322.4,82,82,21.4,D,Morning,1,20-40
1/26/23,North-Central,13:22:00,336.4,332.2,90,87.5,37.3,D,Afternoon,2,20-40
1/26/23,South-East,13:20:00,330.2,330.2,86,86,43,D,Afternoon,1,40-60
1/27/23,South-East,10:29:00,337.5,332,90,86.5,64.2,D,Morning,2,60-80
1/28/23,Central-East,13:08:00,323.3,323.3,82,82,22.5,D,Afternoon,1,20-40
1/28/23,North-Central,11:08:00,325.5,325.5,84,84,41.2,D,Morning,1,40-60
1/31/23,North-Central,13:38:00,329.3,328.75,86,86,42.1,D,Afternoon,2,40-60
2/1/23,Central-Central,10:37:00,330.9,327.45,87,85,33,D,Morning,2,20-40
2/5/23,South-East,21:07:00,402.8,355,100,95.25,487.5,N,Night,4,480-500
2/6/23,Central-Central,10:46:00,335.8,328.9,90,85.5,42.7,D,Morning,2,40-60
2/6/23,South-East,1:55:00,404.6,351.3076923076923,100,94.61538461538461,1267,D,Morning,13,1260-1280
2/9/23,North-West,13:28:00,358.1,355.65,99,98,83.2,D,Afternoon,2,80-100
2/10/23,South-East,10:15:00,347.5,347.5,89,89,56.9,D,Morning,1,40-60
2/11/23,North-Central,13:14:00,337.1,337.1,90,90,45.3,D,Afternoon,1,40-60
2/11/23,South-East,10:56:00,322.7,322.7,81,81,149.1,D,Morning,1,140-160
2/12/23,Central-East,13:56:00,331.3,330.20000000000005,87,86.5,131.9,D,Afternoon,2,120-140
2/13/23,Central-Central,1:57:00,323,318.56666666666666,82,81.66666666666667,36.7,D,Early Morning,3,20-40
2/13/23,Central-East,10:39:00,326.8,325.53333333333336,85,84,38.4,D,Afternoon,3,20-40
2/13/23,South-East,12:59:00,365.1,355.93333333333334,95,89,92,D,Afternoon,3,80-100
2/15/23,Central-East,10:23:00,336.8,328.25,90,85.25,93,D,Morning,4,80-100
2/15/23,North-Central,10:23:00,337.1,329.85,90,86,132.8,D,Morning,2,120-140
2/16/23,North-Central,13:30:00,325.2,325.2,84,84,33.1,D,Afternoon,1,20-40
2/18/23,Central-East,13:15:00,353.8,343.4,97,92.5,67.9,D,Afternoon,2,60-80
2/20/23,Central-East,1:59:00,332.7,324.46,89,84,44.9,D,Afternoon,5,40-60
2/20/23,North-West,10:31:00,342.3,330.78333333333336,93,86.83333333333333,90.4,D,Afternoon,6,80-100
2/20/23,South-East,10:33:00,329.6,329.6,84,84,54.8,D,Morning,1,40-60
2/22/23,North-Central,10:16:00,324.4,324.4,83,83,66,D,Morning,1,60-80
2/23/23,Central-East,10:57:00,336.2,331.75,90,87.5,103.9,D,Morning,2,100-120
3/6/23,South-East,10:19:00,336,330.5,90,86.5,34.4,D,Morning,2,20-40
3/8/23,Central-East,12:52:00,337.1,337.1,90,90,104.3,D,Afternoon,1,100-120
3/13/23,Central-East,11:10:00,324,324,82,82,15.8,D,Morning,1,0-20
3/13/23,South-East,11:11:00,326.4,326.4,82,82,27.2,D,Morning,1,20-40
3/16/23,North-Central,14:36:00,321.3,321.3,81,81,19.2,D,Afternoon,1,0-20
3/20/23,South-East,11:04:00,339.7,339.7,89,89,36.2,D,Morning,1,20-40
3/23/23,Central-Central,11:28:00,327.8,327.8,85,85,27,D,Morning,1,20-40
3/25/23,North-Central,14:24:00,326.7,326,85,84.5,23.8,D,Afternoon,2,20-40
3/26/23,North-Central,11:52:00,382.1,351.04,100,94,200.6,D,Morning,5,200-220
3/27/23,North-Central,14:10:00,324.6,324.6,83,83,27.1,D,Afternoon,1,20-40
4/3/23,North-East,14:11:00,357.3,357.3,93,93,78.1,D,Afternoon,1,60-80
4/4/23,Central-Central,11:29:00,329.1,329.1,86,86,26.1,D,Morning,1,20-40
4/4/23,North-Central,11:28:00,340.1,331.45000000000005,92,87,57.5,D,Morning,2,40-60
4/5/23,North-Central,12:09:00,327.7,327.7,85,85,60.6,D,Afternoon,1,60-80
4/6/23,Central-East,14:38:00,350,343.825,95,91.75,115.4,D,Afternoon,4,100-120
4/6/23,South-East,14:37:00,336,333.95,86,84,70.4,D,Afternoon,2,60-80
4/9/23,South-East,22:38:00,343.1,327.1,100,91,53.3,N,Night,2,40-60
4/10/23,North-Central,14:11:00,337.6,337.6,89,89,44.1,D,Afternoon,1,40-60
4/11/23,North-Central,11:20:00,326.3,325.1,83,82,38,D,Morning,2,20-40
4/12/23,North-Central,12:01:00,350.6,336.3,96,89.25,94.1,D,Afternoon,4,80-100
4/13/23,Central-East,11:05:00,354.2,354.2,97,97,61.9,D,Morning,1,60-80
4/13/23,South-East,22:06:00,351.2,351.2,100,100,162.1,N,Night,1,160-180
4/14/23,North-Central,11:45:00,349.9,338.29999999999995,96,90,59.4,D,Morning,2,40-60
4/15/23,North-Central,12:25:00,340.4,332.0571428571429,92,86.85714285714286,169.8,D,Afternoon,7,160-180
4/16/23,North-Central,11:28:00,349.2,349.2,90,90,87.4,D,Morning,1,80-100
4/17/23,Central-East,14:11:00,351,351,95,95,56.8,D,Afternoon,1,40-60
4/19/23,North-Central,11:53:00,338.6,331.6,91,87,44.6,D,Morning,2,40-60
4/19/23,North-West,11:53:00,328.7,328.7,86,86,28.4,D,Morning,1,20-40
4/21/23,North-Central,11:37:00,324.5,324.5,81,81,18.9,D,Morning,1,0-20
4/23/23,South-East,2:27:00,348.4,342.25,100,100,128.6,N,Early Morning,2,120-140
4/24/23,North-Central,12:01:00,347.5,341.35,95,91.5,79.8,D,Afternoon,2,60-80
4/24/23,South-East,10:25:00,367.3,348.3666666666666,100,91.33333333333333,299.4,D,Morning,6,280-300
4/25/23,South-East,11:06:00,342.4,341.1,89,88,43.8,D,Morning,2,40-60
4/26/23,North-Central,11:44:00,345.6,332.9777777777778,91,84,44.2,D,Morning,9,40-60
4/26/23,North-East,13:58:00,355.7,355.7,98,98,69,D,Afternoon,1,60-80
4/26/23,South-East,11:46:00,400.2,368.3,100,94.33333333333333,411.2,D,Afternoon,3,400-420
4/27/23,Central-Central,14:39:00,333,333,81,81,27.4,D,Afternoon,1,20-40
4/28/23,North-Central,11:28:00,327.5,327.5,81,81,17.8,D,Morning,1,0-20
4/28/23,South-East,22:30:00,314.7,314.7,90,90,13,N,Night,1,0-20
4/29/23,North-Central,14:26:00,403.2,359.92499999999995,100,94,255,D,Afternoon,4,240-260
5/4/23,South-East,10:41:00,370.8,366.35,100,100,241.1,D,Morning,2,240-260
5/8/23,North-Central,11:45:00,333.7,331.0333333333333,89,87,30.4,D,Morning,3,20-40
5/8/23,South-East,11:46:00,333.6,332.4666666666667,81,81,111.3,D,Morning,3,100-120
5/10/23,North-Central,11:28:00,385.8,335.96666666666664,100,89.22222222222223,220,D,Morning,9,220-240
5/10/23,South-East,11:30:00,331.9,331.9,84,84,35.1,D,Morning,1,20-40
5/11/23,North-Central,12:09:00,342.2,334.8,91,87,50.8,D,Afternoon,5,40-60
5/11/23,North-West,12:09:00,326.9,326.9,82,82,40,D,Afternoon,1,40-60
5/12/23,Central-Central,11:13:00,350.6,350.6,95,95,96.6,D,Morning,1,80-100
5/12/23,Central-East,11:13:00,349.9,339.7,95,88.33333333333333,89.2,D,Morning,3,80-100
5/12/23,North-Central,11:12:00,340.9,334.75,91,86.75,127.9,D,Morning,4,120-140
5/15/23,North-Central,11:37:00,354.7,341.925,97,90,66.1,D,Morning,4,60-80
5/15/23,South-East,14:10:00,380.3,365.20000000000005,100,96.5,129.9,D,Afternoon,2,120-140
5/16/23,North-West,14:54:00,336.1,336.1,86,86,63.6,D,Afternoon,1,60-80
5/17/23,North-Central,13:58:00,334.6,334.6,85,85,71,D,Afternoon,1,60-80
5/20/23,Central-Central,11:45:00,331,331,83,83,23.9,D,Morning,1,20-40
5/20/23,North-Central,14:26:00,334.6,334.6,85,85,21.2,D,Afternoon,1,20-40
5/22/23,South-East,11:30:00,353.1,349,95,92,107.8,D,Morning,2,100-120
5/23/23,North-Central,12:09:00,332.3,332.3,81,81,66.6,D,Afternoon,1,60-80
5/24/23,South-East,11:14:00,357.3,348.93333333333334,98,91.66666666666667,114.4,D,Afternoon,3,100-120
5/25/23,North-Central,11:53:00,353.5,338.18,97,88.6,86.8,D,Morning,5,80-100
5/26/23,North-Central,13:44:00,325.4,325.4,81,81,108.8,D,Afternoon,1,100-120
5/26/23,South-East,13:41:00,338.7,338.7,81,81,46.8,D,Afternoon,1,40-60
5/27/23,Central-East,14:24:00,401.1,367.43333333333334,100,94,243.3,D,Afternoon,3,240-260
5/27/23,North-Central,11:36:00,361.5,338.11428571428576,100,87.57142857142857,86,D,Morning,7,80-100
5/30/23,South-Central,23:03:00,327.2,326.5,100,100,49,N,Night,2,40-60
5/31/23,South-East,11:05:00,335.6,335.6,84,84,51.1,D,Morning,1,40-60
6/1/23,Central-East,22:47:00,324.3,324.3,100,100,28.6,N,Night,1,20-40
6/1/23,North-Central,11:44:00,336.7,330.1,88,85,42.4,D,Morning,5,40-60
6/2/23,South-East,2:40:00,343.9,343.9,100,100,65.3,N,Early Morning,1,60-80
6/3/23,Central-East,14:24:00,340.2,340.2,86,86,32.8,D,Afternoon,1,20-40
6/3/23,North-Central,11:28:00,392.8,355.7714285714286,100,94.28571428571429,205.5,D,Afternoon,7,200-220
6/3/23,South-East,11:29:00,339.9,339.9,88,88,36.6,D,Morning,1,20-40
6/5/23,North-Central,14:11:00,329.9,329.9,82,82,29.3,D,Afternoon,1,20-40
6/5/23,South-East,14:09:00,347.8,347.8,90,90,37.1,D,Afternoon,1,20-40
6/6/23,North-Central,11:52:00,337.8,337.8,89,89,49.8,D,Morning,1,40-60
6/8/23,North-Central,11:36:00,346.4,335.0111111111111,94,86.44444444444444,48.5,D,Morning,9,40-60
6/10/23,North-Central,11:19:00,327.4,327.4,82,82,31,D,Morning,1,20-40
6/10/23,South-East,14:22:00,346,342.95,89,85.5,52,D,Afternoon,2,40-60
6/12/23,Central-Central,11:04:00,355,355,97,97,175.3,D,Morning,1,160-180
6/12/23,North-Central,14:10:00,334.5,334.5,87,87,45,D,Afternoon,1,40-60
6/12/23,South-East,11:05:00,350.1,350.1,93,93,44.1,D,Morning,1,40-60
6/13/23,Central-Central,11:44:00,361.1,349.1,100,93,98.8,D,Morning,2,80-100
6/13/23,North-Central,11:44:00,331.1,330.3333333333333,83,82.33333333333333,40.6,D,Morning,3,40-60
6/13/23,South-East,22:46:00,310.7,310.7,81,81,14.9,N,Night,1,0-20
6/15/23,Central-East,11:28:00,340.1,340.1,87,87,29.3,D,Morning,1,20-40
6/15/23,North-Central,11:27:00,343.3,337.51666666666665,90,85.83333333333333,33.9,D,Afternoon,6,20-40
6/17/23,North-Central,14:23:00,338.5,338.5,87,87,27,D,Afternoon,1,20-40
6/17/23,South-East,3:21:00,340.3,331.6,100,92,71.2,N,Early Morning,2,60-80
6/18/23,Central-Central,11:52:00,356.2,348.8666666666666,98,93.66666666666667,127.8,D,Morning,3,120-140
6/19/23,North-Central,14:09:00,331.1,331.1,81,81,43.6,D,Afternoon,1,40-60
6/19/23,South-East,10:56:00,373.5,370.05,100,100,128,D,Morning,2,120-140
6/20/23,Central-Central,11:36:00,351.3,341.3666666666666,96,89.83333333333333,60.3,D,Morning,6,60-80
6/20/23,Central-East,11:36:00,337.2,332.06666666666666,100,90.66666666666667,35.8,D,Morning,3,20-40
6/20/23,North-Central,11:35:00,347,338.1714285714285,94,88.28571428571429,50.7,D,Morning,7,40-60
6/20/23,South-East,22:37:00,327.4,319.25,100,91,28.5,N,Night,2,20-40
6/21/23,North-Central,13:55:00,350.9,350.9,95,95,162.9,D,Afternoon,1,160-180
6/21/23,South-East,2:53:00,361.7,348.6666666666667,100,100,150.8,D,Afternoon,3,140-160
6/22/23,Central-East,11:19:00,377.3,360.1666666666667,100,96.33333333333333,140.2,D,Morning,3,140-160
6/22/23,North-Central,14:37:00,351.9,344.85,90,85.5,78.4,D,Afternoon,2,60-80
6/22/23,South-East,11:20:00,352.7,346.93333333333334,95,92,74.8,D,Morning,3,60-80
6/23/23,North-Central,12:00:00,346.6,339.75,94,90.5,79.3,D,Afternoon,2,60-80
6/24/23,South-East,14:21:00,345.7,345.7,87,87,34.8,D,Afternoon,1,20-40
6/25/23,Central-East,11:43:00,388.6,366.7,100,97.75,293.2,D,Morning,4,280-300
6/25/23,North-Central,11:43:00,344.1,344.1,91,91,51,D,Morning,1,40-60
6/26/23,North-Central,12:24:00,326.7,326.7,81,81,95.9,D,Afternoon,1,80-100
6/27/23,Central-East,11:27:00,331.3,331.3,83,83,18.9,D,Morning,1,0-20
6/27/23,North-Central,11:27:00,346.6,346.6,92,92,55,D,Morning,1,40-60
6/27/23,South-East,11:28:00,358.1,340.05,100,92.5,152.4,D,Morning,6,140-160
6/28/23,North-Central,13:55:00,331.3,331.3,81,81,74.2,D,Afternoon,1,60-80
6/29/23,North-Central,14:36:00,338.7,338.7,85,85,26.9,D,Afternoon,1,20-40
6/29/23,South-East,22:12:00,400.6,356.5875,100,97.625,297.6,N,Night,8,280-300
6/30/23,North-Central,11:51:00,345.9,345.9,92,92,49.6,D,Morning,1,40-60
6/30/23,South-East,2:37:00,423.5,350.87,100,95.4,656.7,N,Early Morning,10,640-660
7/1/23,North-East,14:22:00,341.5,341.5,85,85,33,D,Afternoon,1,20-40
7/1/23,South-East,3:19:00,463.1,372.63846153846157,100,95.30769231,914,D,Afternoon,13,900-920
7/2/23,South-East,15:02:00,347.7,337.90000000000003,94,88.14285714285714,350.6,D,Afternoon,7,340-360
7/3/23,Central-East,3:04:00,344.9,326.575,100,95.25,53.5,N,Early Morning,4,40-60
7/3/23,South-East,14:06:00,452.1,388.39,100,99.1,824.4,D,Afternoon,10,820-840
7/4/23,Central-East,22:20:00,325.2,319.56666666666666,100,94.33333333333333,21.2,N,Night,3,20-40
7/4/23,North-East,14:49:00,357.1,336.08000000000004,100,90.2,159.9,D,Afternoon,5,140-160
7/4/23,South-East,14:47:00,421.8,350.4916666666666,100,93.83333333333333,664.3,N,Night,12,660-680
7/5/23,Central-East,2:50:00,329.1,319.73333333333335,100,93.66666666666667,27.2,N,Early Morning,3,20-40
7/5/23,North-East,11:59:00,338.3,326.3,89,88,99.2,D,Morning,2,80-100
7/5/23,South-East,2:51:00,459,373.61428571428576,100,97.64285714285714,1779.1,D,Afternoon,28,1760-1780
7/6/23,North-Central,14:35:00,334,334,82,82,20.5,D,Afternoon,1,20-40
7/6/23,North-East,14:35:00,343.9,341.04999999999995,83,83,47.9,D,Afternoon,2,40-60
7/6/23,South-East,11:03:00,389.4,358.59230769230766,100,95.53846153846153,300.4,D,Afternoon,13,300-320
7/7/23,Central-East,22:45:00,326.1,319.85,100,93.5,24.8,N,Night,2,20-40
7/7/23,North-Central,11:42:00,354,354,97,97,66.3,D,Morning,1,60-80
7/7/23,North-East,22:45:00,317.2,317.2,95,95,18.7,N,Night,1,0-20
7/7/23,South-East,11:44:00,373.9,351.1,100,95.8,463.5,D,Morning,5,460-480
7/8/23,Central-East,21:48:00,320,317.43333333333334,99,93,168.2,N,Night,3,160-180
7/8/23,North-Central,14:21:00,341.3,341.3,85,85,18,D,Afternoon,1,0-20
7/8/23,North-East,14:21:00,348.2,343.325,93,87.5,49.7,D,Afternoon,4,40-60
7/8/23,South-East,14:19:00,410.4,390.225,100,100,306.7,D,Afternoon,4,300-320
7/9/23,South-East,11:27:00,377.8,353.65714285714284,100,94.28571428571429,385.8,D,Afternoon,7,380-400
7/10/23,South-East,14:05:00,396.7,366.025,100,95.25,254,D,Afternoon,8,240-260
7/11/23,South-East,11:11:00,386.8,354.5333333333333,100,94,598.9,D,Afternoon,12,580-600
7/12/23,Central-Central,22:53:00,333.5,321.43333333333334,100,94,40.2,N,Night,3,40-60
7/12/23,Central-East,22:53:00,310.6,310.6,81,81,15.3,N,Night,1,0-20
7/12/23,North-Central,11:50:00,347.9,340.54999999999995,94,88.5,57.2,D,Morning,2,40-60
7/12/23,North-East,22:54:00,314.3,314.3,89,89,20.5,N,Night,1,20-40
7/12/23,South-Central,13:51:00,347,347,90,90,211.8,D,Afternoon,1,200-220
7/12/23,South-East,13:50:00,373.9,360.025,100,94.75,268.1,D,Afternoon,4,260-280
7/13/23,Central-East,14:34:00,357.7,348.15,98,89.5,81.6,D,Afternoon,2,80-100
7/13/23,North-Central,14:34:00,348,345.3,92,90.5,44.9,D,Afternoon,2,40-60
7/13/23,South-East,14:32:00,367.7,348.8,100,98,141.8,D,Afternoon,3,140-160
7/14/23,Central-East,11:34:00,351.2,335.88,100,96.2,64.4,N,Night,5,60-80
7/14/23,North-Central,11:33:00,347.5,342.75,93,89.5,48,D,Morning,2,40-60
7/14/23,South-East,22:36:00,338.8,327.1857142857143,100,100,41.5,N,Night,7,40-60
7/15/23,Central-East,3:16:00,418.3,357.72222222222223,100,94.22222222222223,374.3,D,Afternoon,9,360-380
7/15/23,South-East,3:17:00,436.2,364.69473684210527,100,95.36842105263158,530.1,D,Afternoon,19,520-540
7/16/23,Central-East,11:17:00,345.8,335.35,90,87.25,47,D,Morning,4,40-60
7/16/23,South-East,11:19:00,350.2,347.3666666666666,93,90.66666666666667,48.6,D,Morning,3,40-60
7/17/23,Central-East,3:02:00,313.2,313.2,86,86,15.2,N,Early Morning,1,0-20
7/17/23,North-Central,11:58:00,342.2,342.2,90,90,53.4,D,Morning,1,40-60
7/18/23,South-East,11:02:00,430.9,410.15,100,100,473.6,D,Morning,2,460-480
7/19/23,North-Central,11:41:00,367.9,367.9,100,100,102.5,D,Morning,1,100-120
7/19/23,South-Central,13:50:00,339.7,339.7,81,81,167.5,D,Afternoon,1,160-180
7/20/23,South-East,14:31:00,390.1,365.98,100,94.6,251.6,D,Afternoon,5,240-260
7/21/23,South-East,22:26:00,314.1,314.1,85,85,8.2,N,Night,1,0-20
7/24/23,North-Central,11:49:00,395.2,358.08000000000004,100,96,272.5,D,Morning,5,260-280
7/25/23,South-East,14:45:00,377.3,366.70000000000005,100,99.5,259.7,D,Afternoon,4,240-260
7/26/23,Central-East,11:33:00,336.1,330.45000000000005,100,91.5,28.1,D,Morning,2,20-40
7/26/23,North-Central,11:33:00,367.7,357.95,100,96.5,100.3,D,Morning,2,100-120
7/27/23,North-Central,14:32:00,337.5,337.5,83,83,26.5,D,Afternoon,1,20-40
7/27/23,North-East,21:39:00,325.8,325.8,100,100,67.5,N,Night,1,60-80
7/27/23,South-East,23:15:00,314.9,314.9,87,87,100.9,N,Night,1,100-120
7/28/23,Central-East,13:34:00,402.5,347.06666666666666,100,99.16666666666667,947.8,N,Night,12,940-960
7/28/23,North-East,13:36:00,402.2,374.45,100,95,452.1,D,Afternoon,2,440-460
7/28/23,South-East,2:33:00,437.7,361.1066666666667,100,93.26666666666667,592.5,D,Morning,15,580-600
7/29/23,Central-East,3:14:00,505.3,362.679798,100,97.1010101,3343.1,D,Afternoon,99,3340-3360
7/29/23,South-East,14:16:00,363.7,357.1333333333334,100,95.33333333333333,73.4,D,Afternoon,3,60-80
7/30/23,Central-East,2:18:00,500,359.7903846153846,100,95.34615384615384,1711.2,D,Morning,52,1700-1720
8/1/23,North-Central,14:45:00,332.9,332.9,82,82,28.5,D,Afternoon,1,20-40
8/2/23,Central-Central,11:24:00,356.7,342.93333333333334,98,89.33333333333333,72.8,D,Morning,3,60-80
