Date,Temperature_Max,Relative_Humidity,Precipitation,Wind_Speed,Surface Soil Wetness,Root Zone Soil Wetness,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin,Fire_Recorded
11/11/15,14.45,40.06,0,1.92,0.52,0.54,Central-East,13:12:00,342.8,335.2,89,88,52.4,D,Afternoon,4,40-60,1
11/11/15,14.45,40.06,0,1.92,0.52,0.54,North-Central,2:07:00,379.3,350.6928571428571,100,95.57142857142856,205.1,D,Afternoon,14,200-220,1
11/11/15,14.45,40.06,0,1.92,0.52,0.54,North-West,13:13:00,321.1,321.1,81,81,24.1,D,Afternoon,1,20-40,1
11/12/15,17.8,40.25,0,1.98,0.52,0.54,Central-Central,13:55:00,331.5,331.5,84,84,191.4,D,Afternoon,1,180-200,1
11/12/15,17.8,40.25,0,1.98,0.52,0.54,Central-East,10:39:00,377.6,342.08000000000004,91,87.4,284.7,D,Afternoon,5,280-300,1
11/12/15,17.8,40.25,0,1.98,0.52,0.54,North-Central,10:38:00,377.6,338.39130434782606,100,90.47826086956522,563.7,D,Afternoon,23,560-580,1
11/13/15,19.26,36.06,0,2.13,0.51,0.54,North-Central,11:21:00,378.8,335.26666666666665,100,90.33333333333331,176.4,D,Afternoon,12,160-180,1
11/14/15,19.62,32.88,0,2.2,0.51,0.54,North-Central,13:43:00,404.7,346.25714285714287,100,90.71428571428572,798,D,Afternoon,7,780-800,1
11/15/15,8.74,76.31,9.77,3.23,0.55,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
11/16/15,9.53,58,0.17,2.61,0.53,0.55,Central-Central,13:30:00,322.7,322.7,82,82,31.9,D,Afternoon,1,20-40,1
11/16/15,9.53,58,0.17,2.61,0.53,0.55,North-Central,13:31:00,353,336.525,97,89.5,119.1,D,Afternoon,4,100-120,1
11/17/15,15.29,57.94,0,2.24,0.52,0.55,North-Central,22:02:00,314.8,314.8,90,90,17.5,N,Night,1,0-20,1
11/18/15,18.44,53.81,0,1.73,0.52,0.55,Central-Central,13:18:00,381.8,363.1333333333334,100,98.83333333333331,184.1,D,Afternoon,6,180-200,1
11/18/15,18.44,53.81,0,1.73,0.52,0.55,North-Central,11:39:00,370.4,336.8764705882353,100,87.76470588235294,128.6,D,Afternoon,17,120-140,1
11/19/15,19.9,50.69,0,1.83,0.52,0.55,Central-Central,10:45:00,337.3,337.3,90,90,46.7,D,Morning,1,40-60,1
11/19/15,19.9,50.69,0,1.83,0.52,0.55,Central-East,10:45:00,332.1,326.175,92,86.5,233.3,D,Afternoon,4,220-240,1
11/19/15,19.9,50.69,0,1.83,0.52,0.55,North-Central,10:45:00,338.5,326.875,100,86.58333333333333,273.6,D,Afternoon,12,260-280,1
11/19/15,19.9,50.69,0,1.83,0.52,0.55,South-East,10:46:00,327.7,327.7,81,81,31.3,D,Morning,1,20-40,1
11/20/15,21.95,51.38,0,1.82,0.52,0.54,Central-Central,11:28:00,382,347.07142857142856,100,92.42857142857144,161.7,D,Afternoon,7,160-180,1
11/20/15,21.95,51.38,0,1.82,0.52,0.54,Central-East,2:02:00,313.3,313.3,81,81,15.4,N,Early Morning,1,0-20,1
11/20/15,21.95,51.38,0,1.82,0.52,0.54,North-Central,11:27:00,394.1,342.90000000000003,100,90.94117647058825,225.1,D,Afternoon,17,220-240,1
11/20/15,21.95,51.38,0,1.82,0.52,0.54,South-East,13:05:00,332.6,332.6,84,84,26.6,D,Afternoon,1,20-40,1
11/21/15,20.61,45.88,0,2.23,0.51,0.54,South-East,12:10:00,340.8,329.95,100,90.83333333333331,224,D,Afternoon,6,220-240,1
11/22/15,21.42,39.38,0,2.28,0.51,0.54,North-Central,11:15:00,337,335.7,90,89.5,58.8,D,Morning,2,40-60,1
11/23/15,19.32,42.19,0,2.3,0.51,0.54,North-Central,13:37:00,386.5,344.4428571428571,100,90.85714285714286,418,D,Afternoon,14,400-420,1
11/23/15,19.32,42.19,0,2.3,0.51,0.54,South-East,10:21:00,329.5,328.45,84,82.5,28.5,D,Morning,2,20-40,1
11/24/15,11.58,72.88,4.15,2.2,0.52,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
11/25/15,4.64,85.5,3.66,1.32,0.52,0.54,Central-Central,13:24:00,324.5,324.5,83,83,31.1,D,Afternoon,1,20-40,1
11/25/15,4.64,85.5,3.66,1.32,0.52,0.54,Central-East,13:24:00,328.4,328.4,81,81,40.6,D,Afternoon,1,40-60,1
11/26/15,6.71,66.56,0.11,1.8,0.52,0.54,Central-Central,10:51:00,324.8,324.8,83,83,25.5,D,Morning,1,20-40,1
11/26/15,6.71,66.56,0.11,1.8,0.52,0.54,Central-East,10:52:00,321.5,321.5,81,81,17.6,D,Morning,1,0-20,1
11/27/15,7.93,57.75,0.36,1.87,0.52,0.55,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
11/28/15,8.97,56.62,0.04,2.02,0.52,0.55,South-East,12:16:00,357.1,355.8,98,97.5,430.7,D,Afternoon,2,420-440,1
11/29/15,9.33,47.12,0,1.98,0.52,0.55,North-West,22:27:00,313.9,313.9,88,88,24.1,N,Night,1,20-40,1
11/29/15,9.33,47.12,0,1.98,0.52,0.55,South-East,12:58:00,335.8,331.6666666666667,89,86,34.2,D,Afternoon,3,20-40,1
11/30/15,9.39,38,0,1.67,0.52,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/1/15,12.89,43.06,0,1.69,0.52,0.54,Central-Central,12:48:00,324.4,324.4,83,83,45.8,D,Afternoon,1,40-60,1
12/1/15,12.89,43.06,0,1.69,0.52,0.54,Central-East,11:10:00,342.9,336.4,93,89.5,82,D,Morning,2,80-100,1
12/1/15,12.89,43.06,0,1.69,0.52,0.54,North-Central,11:09:00,355.6,336.14166666666665,98,89.25,145.1,D,Afternoon,12,140-160,1
12/1/15,12.89,43.06,0,1.69,0.52,0.54,South-East,12:46:00,347.6,343.1,94,92,58.2,D,Afternoon,2,40-60,1
12/2/15,12.51,49.44,0,1.91,0.52,0.54,Central-Central,13:31:00,350.5,333.6555555555556,96,87.66666666666667,116.5,D,Afternoon,9,100-120,1
12/2/15,12.51,49.44,0,1.91,0.52,0.54,Central-East,13:31:00,334.2,327.6,89,85,62.4,D,Afternoon,2,60-80,1
12/3/15,16.36,52.25,0.17,2.55,0.52,0.54,Central-Central,10:57:00,359.6,346.8,99,94,85.3,D,Morning,3,80-100,1
12/4/15,11.8,67.88,0,2.13,0.52,0.54,Central-East,13:18:00,360.6,352.93333333333334,100,97.33333333333331,100.8,D,Afternoon,3,100-120,1
12/5/15,13.03,45.19,0,2.17,0.52,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/6/15,18.46,38.44,0,1.86,0.51,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/7/15,19.12,55.38,0,1.76,0.51,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/8/15,18.87,57.19,0,1.35,0.51,0.53,South-East,12:52:00,370.5,370.5,100,100,111.7,D,Afternoon,1,100-120,1
12/9/15,18.99,43,0,1.41,0.51,0.53,North-Central,13:38:00,340.1,336.25,92,90,119.5,D,Afternoon,2,100-120,1
12/10/15,9.23,76.38,9.65,2.21,0.55,0.54,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/11/15,5.33,90.88,9.89,1.92,0.56,0.55,Central-East,13:24:00,328.7,328.35,86,85.5,42.4,D,Afternoon,2,40-60,1
12/12/15,8.48,68.75,0.02,2,0.55,0.56,Central-Central,10:51:00,321.1,321.1,81,81,20.6,D,Morning,1,20-40,1
12/12/15,8.48,68.75,0.02,2,0.55,0.56,Central-East,10:51:00,323.1,323.1,82,82,22.4,D,Morning,1,20-40,1
12/12/15,8.48,68.75,0.02,2,0.55,0.56,South-East,10:52:00,347.9,347.9,95,95,60.4,D,Morning,1,60-80,1
12/13/15,8.05,82.94,13.95,2.62,0.57,0.56,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/14/15,4.58,81.31,0.28,2.44,0.55,0.57,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/15/15,5.77,58.81,0,2.51,0.55,0.58,Central-East,11:22:00,327.6,325.1166666666667,85,83.5,95.6,D,Afternoon,6,80-100,1
12/15/15,5.77,58.81,0,2.51,0.55,0.58,South-East,12:58:00,359.9,344.1,99,92.33333333333331,87.7,D,Afternoon,3,80-100,1
12/16/15,7.8,49.12,0,1.66,0.55,0.58,Central-East,10:27:00,351.7,351.35,97,96.5,132.3,D,Morning,2,120-140,1
12/17/15,9.2,59.19,0,1.56,0.55,0.58,North-Central,22:13:00,334.9,334.9,100,100,44.4,N,Night,1,40-60,1
12/18/15,13.36,55,0,2.39,0.55,0.58,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/19/15,7.67,78.19,7.75,2.08,0.58,0.59,North-Central,22:02:00,341.5,341.5,100,100,0,N,Night,1,0-20,1
12/20/15,7.96,74.31,0.6,1.3,0.56,0.59,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/21/15,5.98,92.62,23.22,1.39,0.62,0.6,South-East,10:46:00,322.2,322.2,81,81,30.8,D,Morning,1,20-40,1
12/22/15,5.84,99.75,28,1.43,0.7,0.65,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/23/15,5.79,89.06,0.43,1.97,0.66,0.66,South-East,10:34:00,343.8,339.35,93,90.5,48.7,D,Morning,2,40-60,1
12/24/15,3.04,83.81,8.99,2.05,0.66,0.66,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/25/15,2.07,86.19,0.22,1.91,0.66,0.67,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/26/15,5.26,70.69,0,3.7,0.65,0.66,South-East,1:39:00,392.8,363.62,100,97.2,323.6,N,Early Morning,5,320-340,1
12/27/15,6.33,51.06,0,2.14,0.66,0.67,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/28/15,3.69,69.62,0.22,1.74,0.66,0.67,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
12/29/15,5.06,64.56,0.01,1.76,0.66,0.67,South-East,13:11:00,347.4,334.95,95,88.5,76.7,D,Afternoon,6,60-80,1
12/30/15,7.3,67.62,0,1.54,0.66,0.67,South-East,21:41:00,355.4,341,100,100,88,N,Night,2,80-100,1
12/31/15,7.49,65.31,0,2.1,0.65,0.67,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/1/16,7.46,52.44,0,2.38,0.65,0.67,South-East,10:28:00,335.6,335.6,89,89,36.7,D,Morning,1,20-40,1
1/2/16,11.69,52.75,0,2.38,0.65,0.66,South-East,12:46:00,363.5,343.25,100,91.5,101.5,D,Afternoon,4,100-120,1
1/3/16,11.73,61.81,0,2.48,0.65,0.66,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/4/16,9.89,72.12,0.79,1.98,0.65,0.66,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/5/16,5.41,94.94,25.62,2.88,0.71,0.68,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/6/16,3.74,96.88,19.51,3.33,0.73,0.7,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/7/16,4.37,93.31,2.74,1.57,0.73,0.72,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/8/16,6.37,72,0.07,1.77,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/9/16,6.59,78.56,0.82,1.8,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/10/16,9.19,82.75,0.1,1.41,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/11/16,10.74,67.75,0,1.73,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/12/16,13.26,51.25,0,2.36,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/13/16,8.49,81.06,0.28,2.14,0.73,0.73,South-East,12:28:00,323.9,323.9,81,81,40.6,D,Afternoon,1,40-60,1
1/14/16,10.64,65.31,0.42,1.67,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/15/16,9.16,80.19,4.19,1.05,0.73,0.73,Central-East,10:39:00,321.5,321.5,81,81,23.8,D,Morning,1,20-40,1
1/16/16,12.01,77.69,2.33,1.45,0.74,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/17/16,12.61,63.75,0.14,2.08,0.73,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/18/16,8.69,91.44,11.66,1.95,0.77,0.74,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/19/16,6.05,88.62,23.68,2.95,0.81,0.76,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/20/16,12.73,61.44,0.06,1.99,0.8,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/21/16,15.48,61.25,0,2.47,0.8,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/22/16,14.09,68.38,6.51,2.69,0.8,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/23/16,7.79,93.25,15.12,1.66,0.83,0.79,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/24/16,8.54,87.81,0.01,1.48,0.81,0.79,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/25/16,11.13,72.88,0,2.23,0.81,0.79,South-East,12:52:00,331.4,328.2,85,83,26.4,D,Afternoon,2,20-40,1
1/26/16,13.82,61.81,0,2.34,0.8,0.79,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/27/16,15.67,49.25,0,1.7,0.8,0.78,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/28/16,16.97,50.38,0,1.73,0.8,0.78,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
1/29/16,16.94,74.38,0.38,1.45,0.8,0.78,South-East,10:52:00,368.6,349.6,100,93,169.6,D,Morning,2,160-180,1
1/30/16,7.51,93.75,18.42,1.44,0.84,0.79,South-East,13:11:00,348.2,348.2,94,94,76.2,D,Afternoon,1,60-80,1
1/31/16,2.57,95.56,35.9,2.52,0.85,0.81,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/1/16,3.05,90.19,0.55,2.52,0.84,0.82,Central-Central,13:00:00,328.8,328.8,86,86,36.4,D,Afternoon,1,20-40,1
2/1/16,3.05,90.19,0.55,2.52,0.84,0.82,South-East,12:58:00,341.7,341.7,92,92,46.5,D,Afternoon,1,40-60,1
2/2/16,3.1,69.62,0.05,1.54,0.84,0.82,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/3/16,4.76,73.75,0,1.83,0.85,0.82,Central-Central,11:10:00,322.7,321.85,82,81.5,29.3,D,Morning,2,20-40,1
2/3/16,4.76,73.75,0,1.83,0.85,0.82,Central-East,12:47:00,389.6,361.6,87,85.5,206.8,D,Afternoon,2,200-220,1
2/4/16,10.55,67.19,0,1.67,0.85,0.83,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/5/16,13.88,57.44,0,2.03,0.85,0.83,South-East,12:34:00,343.7,343.7,93,93,64.3,D,Afternoon,1,60-80,1
2/6/16,19.1,55.19,0,2,0.84,0.83,Central-Central,13:18:00,339.6,339.6,92,92,43.4,D,Afternoon,1,40-60,1
2/7/16,18.97,59.81,0,3.36,0.84,0.82,South-East,21:48:00,317.1,317.1,94,94,19.1,N,Night,1,0-20,1
2/8/16,20.83,55.94,0,3.79,0.83,0.81,Central-Central,13:06:00,323.7,323.7,82,82,20.5,D,Afternoon,1,20-40,1
2/8/16,20.83,55.94,0,3.79,0.83,0.81,South-East,13:05:00,345.2,341.4,92,89.5,62.7,D,Afternoon,2,60-80,1
2/9/16,25.33,43.44,0,2.05,0.82,0.8,South-East,10:34:00,331.1,331.1,83,83,26.9,D,Morning,1,20-40,1
2/10/16,22.88,51.44,0,2.03,0.82,0.8,Central-East,1:51:00,335.2,327.85,100,100,43,N,Early Morning,2,40-60,1
2/10/16,22.88,51.44,0,2.03,0.82,0.8,South-East,12:53:00,371.1,371.1,100,100,131.5,D,Afternoon,1,120-140,1
2/11/16,21.98,46.44,0,2.22,0.81,0.8,North-Central,13:38:00,325.9,325.9,84,84,38.8,D,Afternoon,1,20-40,1
2/11/16,21.98,46.44,0,2.22,0.81,0.8,South-East,10:22:00,338.3,334.20000000000005,88,84.5,37.4,D,Morning,2,20-40,1
2/12/16,22.98,41.56,0,1.74,0.81,0.79,North-Central,12:43:00,327.5,327.5,81,81,99.2,D,Afternoon,1,80-100,1
2/13/16,18.9,52.94,0,1.76,0.8,0.79,South-East,13:23:00,340.8,340.8,89,89,95.5,D,Afternoon,1,80-100,1
2/14/16,18.77,59.75,0,2.34,0.8,0.78,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/15/16,24.99,58.19,0,2.1,0.8,0.77,Central-Central,13:12:00,334.5,334.5,83,83,30.8,D,Afternoon,1,20-40,1
2/15/16,24.99,58.19,0,2.1,0.8,0.77,South-East,13:11:00,400.4,400.4,100,100,365.5,D,Afternoon,1,360-380,1
2/16/16,24.26,51.62,0,2.12,0.79,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/17/16,14.41,75.5,5.2,3.73,0.79,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/18/16,8.93,80.06,15.42,1.91,0.83,0.78,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/19/16,12.42,58.75,0,1.67,0.81,0.79,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/20/16,19.92,54.38,0,1.65,0.8,0.78,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/21/16,17.23,54.62,0,1.95,0.8,0.77,South-East,12:34:00,335.7,335.7,84,84,56.2,D,Afternoon,1,40-60,1
2/22/16,18,58.44,0,1.98,0.79,0.77,North-Central,13:19:00,334.3,334.3,89,89,36.8,D,Afternoon,1,20-40,1
2/23/16,17.51,57.62,0,2.13,0.79,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/24/16,18.87,46.88,0,1.91,0.78,0.76,North-Central,13:07:00,347.8,338.3,95,90.5,68.1,D,Afternoon,2,60-80,1
2/25/16,19.64,51.31,0,1.88,0.77,0.76,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/26/16,20.4,48.25,0,1.81,0.77,0.75,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/27/16,18.73,59,0,1.83,0.76,0.74,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/28/16,18.07,60.62,0,1.81,0.75,0.74,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
2/29/16,19.91,49.81,0,1.74,0.74,0.73,Central-East,13:24:00,328.9,328.9,83,83,25.5,D,Afternoon,1,20-40,1
2/29/16,19.91,49.81,0,1.74,0.74,0.73,North-Central,13:25:00,321.1,321.1,81,81,17.3,D,Afternoon,1,0-20,1
3/1/16,20.92,49.94,0,1.68,0.73,0.73,Central-Central,10:51:00,327.5,327.5,84,84,21.5,D,Morning,1,20-40,1
3/1/16,20.92,49.94,0,1.68,0.73,0.73,Central-East,10:51:00,335.7,334.25,90,89,35.2,D,Morning,2,20-40,1
3/1/16,20.92,49.94,0,1.68,0.73,0.73,South-East,10:51:00,327.6,327.6,81,81,17.1,D,Morning,1,0-20,1
3/2/16,19.09,47.12,0,1.8,0.73,0.73,Central-Central,11:34:00,335.5,332.3666666666667,89,86.66666666666667,182.5,D,Morning,3,180-200,1
3/2/16,19.09,47.12,0,1.8,0.73,0.73,North-Central,13:13:00,335.4,332.75,89,88,34.3,D,Afternoon,2,20-40,1
3/3/16,18.86,50.62,0.07,1.39,0.72,0.72,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/4/16,18.21,71.69,6.64,1.23,0.73,0.72,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/5/16,12.37,92,29.16,3.02,0.79,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/6/16,8.47,85.5,19.6,2.62,0.84,0.78,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/7/16,4.79,91.5,12.91,2.73,0.83,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/8/16,11.09,76.38,0.28,1.77,0.82,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/9/16,16.35,71.75,0.02,1.57,0.81,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/10/16,19.51,58.44,0,1.91,0.8,0.79,Central-East,10:45:00,327.1,327.1,82,82,20.7,D,Morning,1,20-40,1
3/10/16,19.51,58.44,0,1.91,0.8,0.79,South-East,10:46:00,331.3,330.70000000000005,82,81.5,30,D,Morning,2,20-40,1
3/11/16,14.22,81.06,16.39,3.45,0.82,0.79,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/12/16,11.18,81.81,0.92,1.34,0.83,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/13/16,9.87,87.62,7.11,1.92,0.83,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/14/16,12.99,80.88,2.09,1.99,0.83,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/15/16,17.31,62.31,0,1.88,0.82,0.8,Central-Central,12:03:00,334.1,329,89,85.33333333333333,52.2,D,Afternoon,3,40-60,1
3/15/16,17.31,62.31,0,1.88,0.82,0.8,Central-East,12:03:00,324.3,324.3,82,82,27.7,D,Afternoon,1,20-40,1
3/16/16,20.13,63.81,0,1.83,0.81,0.8,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/17/16,20.39,54.38,0,1.95,0.8,0.79,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/18/16,20.5,57.62,0,1.87,0.8,0.78,South-East,14:11:00,348.9,348.9,93,93,68.3,D,Afternoon,1,60-80,1
3/19/16,19.04,56.12,0,1.45,0.79,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/20/16,18.93,60.94,0,1.67,0.78,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/21/16,10.98,90.25,3.45,1.6,0.79,0.77,South-East,11:27:00,338.7,334.5,88,84.5,49.7,D,Morning,2,40-60,1
3/22/16,10.55,79.94,1.2,2.92,0.78,0.77,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/23/16,15.51,62.19,0.01,2.21,0.77,0.76,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/24/16,17.8,69.19,0,2.05,0.77,0.76,North-East,23:01:00,323.5,323.5,100,100,38.5,N,Night,1,20-40,1
3/24/16,17.8,69.19,0,2.05,0.77,0.76,South-East,13:35:00,377.8,377.8,100,100,355.1,D,Afternoon,1,340-360,1
3/25/16,17.62,69,0,1.9,0.77,0.75,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/26/16,17.22,67.31,0,2.09,0.76,0.74,Central-East,11:45:00,330,328.05,82,81.5,20.6,D,Morning,2,20-40,1
3/26/16,17.22,67.31,0,2.09,0.76,0.74,South-East,22:47:00,419.4,413.875,100,100,395,N,Night,4,380-400,1
3/27/16,18.33,73.31,0.01,1.91,0.75,0.73,South-East,3:04:00,341.3,325,100,95.66666666666669,142.3,N,Early Morning,3,140-160,1
3/28/16,7.43,77.75,0.48,2.46,0.74,0.73,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
3/29/16,8.3,72.81,1.2,1.8,0.74,0.73,Central-East,12:16:00,353.9,336.2,97,88,131.4,D,Afternoon,5,120-140,1
3/29/16,8.3,72.81,1.2,1.8,0.74,0.73,North-West,12:14:00,333.3,330.15,88,86.5,34.4,D,Afternoon,2,20-40,1
3/30/16,12.12,68.12,0.23,1.88,0.73,0.73,North-Central,11:20:00,324.2,324.2,83,83,112.6,D,Morning,1,100-120,1
3/31/16,16.6,68.44,0,2.23,0.73,0.73,North-Central,12:02:00,333.9,333.9,84,84,30.6,D,Afternoon,1,20-40,1
4/1/16,19.21,66,0,2.05,0.72,0.72,North-Central,14:26:00,362.7,346.7333333333333,100,93.33333333333331,110,D,Afternoon,6,100-120,1
4/2/16,20.48,64.38,0,2.09,0.71,0.71,Central-Central,11:51:00,328,328,81,81,17.3,D,Morning,1,0-20,1
4/3/16,19.86,59.38,0,1.8,0.7,0.7,North-Central,12:33:00,325,325,82,82,32.7,D,Afternoon,1,20-40,1
4/4/16,20.86,61.25,0,2.31,0.69,0.7,South-East,11:39:00,340.9,340.9,85,85,35.3,D,Morning,1,20-40,1
4/5/16,24.56,49,0,1.9,0.68,0.7,North-Central,14:01:00,349.3,340.6,95,89.5,62.4,D,Afternoon,2,60-80,1
4/5/16,24.56,49,0,1.9,0.68,0.7,North-East,14:02:00,355.2,354.25,98,97.5,78.5,D,Afternoon,2,60-80,1
4/5/16,24.56,49,0,1.9,0.68,0.7,South-East,14:00:00,354.2,354.2,97,97,71.3,D,Afternoon,1,60-80,1
4/6/16,29.06,41.88,0,2.27,0.66,0.69,North-Central,14:45:00,337.5,337.3,88,87.5,91.6,D,Afternoon,2,80-100,1
4/6/16,29.06,41.88,0,2.27,0.66,0.69,South-East,11:27:00,407.4,382.95,93,90,297.5,D,Morning,2,280-300,1
4/7/16,21.72,59.31,0,1.58,0.66,0.68,North-Central,12:08:00,350.7,340.6,95,90,92.6,D,Afternoon,2,80-100,1
4/7/16,21.72,59.31,0,1.58,0.66,0.68,North-East,12:08:00,349,339.26,94,87.6,59.7,D,Afternoon,5,40-60,1
4/8/16,19.06,78.69,10.8,1.53,0.68,0.68,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/9/16,12.37,91.75,19.56,1.72,0.75,0.71,Central-East,11:57:00,332,327.5,87,84,32.5,D,Morning,2,20-40,1
4/10/16,15.05,82.81,1.45,1.77,0.72,0.71,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/11/16,15.95,79.81,0.14,1.67,0.71,0.71,Central-Central,11:45:00,328.7,328.7,82,82,23.8,D,Morning,1,20-40,1
4/12/16,18.08,78.31,0,1.8,0.7,0.7,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
